time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-14 00:00:00+00:00,8.0,4.0,72,11
2021-09-15 00:00:00+00:00,7.0,3.0,12,6
2021-09-16 00:00:00+00:00,,,21,6
2021-09-17 00:00:00+00:00,,,4,3
2021-09-18 00:00:00+00:00,,,19,7
2021-09-19 00:00:00+00:00,,,6,4
2021-09-20 00:00:00+00:00,,,12,9
2021-09-21 00:00:00+00:00,,,30,9
2021-09-22 00:00:00+00:00,,,17,5
2021-09-23 00:00:00+00:00,,,26,6
2021-09-24 00:00:00+00:00,,,20,4
2021-09-25 00:00:00+00:00,,,9,4
2021-09-26 00:00:00+00:00,,,26,5
2021-09-27 00:00:00+00:00,,,9,4
