url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,327,99
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,64,24
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,45,18
/jgehrcke/covid-19-germany-gae/tree/master/more-data,38,17
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,27,9
/jgehrcke/covid-19-germany-gae/tree/master/examples,24,19
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,16,13
/jgehrcke/covid-19-germany-gae/tree/master/geodata,15,13
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-ags.csv,15,8
/jgehrcke/covid-19-germany-gae/tree/master/tools,14,11
