referrer,views_total,views_unique
Google,200,61
github.com,53,14
govdata.de,18,6
link.springer.com,7,4
ecosia.org,5,1
gehrcke.de,4,1
DuckDuckGo,2,2
data.world,2,1
corona-open-data.ckan.de,1,1
StartPage,1,1
