time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-11 00:00:00+00:00,7,6,2,2
2025-10-12 00:00:00+00:00,14,11,1,1
2025-10-13 00:00:00+00:00,21,16,1,1
2025-10-14 00:00:00+00:00,7,7,1,1
2025-10-15 00:00:00+00:00,12,9,3,2
2025-10-16 00:00:00+00:00,13,10,3,2
2025-10-17 00:00:00+00:00,11,10,19,5
2025-10-18 00:00:00+00:00,6,3,1,1
2025-10-19 00:00:00+00:00,3,2,1,1
2025-10-20 00:00:00+00:00,4,4,8,3
2025-10-21 00:00:00+00:00,9,7,8,5
2025-10-22 00:00:00+00:00,22,17,20,6
2025-10-23 00:00:00+00:00,12,11,5,1
2025-10-24 00:00:00+00:00,6,6,2,2
