referrer,views_total,views_unique
Google,94,56
govdata.de,28,8
github.com,27,13
metager.de,6,2
Yahoo,3,2
asjadnaqvi.github.io,2,2
DuckDuckGo,2,2
StartPage,2,1
ncbi.nlm.nih.gov,2,1
gehrcke.de,1,1
