time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-10 00:00:00+00:00,17,6,9,6
2022-07-11 00:00:00+00:00,20,6,33,7
2022-07-12 00:00:00+00:00,15,5,6,2
2022-07-13 00:00:00+00:00,15,4,37,5
2022-07-14 00:00:00+00:00,15,5,5,3
2022-07-15 00:00:00+00:00,16,6,10,6
2022-07-16 00:00:00+00:00,17,7,6,3
2022-07-17 00:00:00+00:00,16,5,26,4
2022-07-18 00:00:00+00:00,11,3,9,4
2022-07-19 00:00:00+00:00,9,3,29,2
2022-07-20 00:00:00+00:00,17,8,7,5
2022-07-21 00:00:00+00:00,14,4,5,2
2022-07-22 00:00:00+00:00,17,6,4,2
2022-07-23 00:00:00+00:00,20,8,9,5
