referrer,views_total,views_unique
Google,58,41
github.com,20,13
govdata.de,6,5
gehrcke.de,6,3
asjadnaqvi.github.io,3,3
metager.de,3,2
DuckDuckGo,1,1
fu-berlin.webex.com,1,1
covid19.eng.ox.ac.uk,1,1
