time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-11 00:00:00+00:00,9,4,14,7
2021-09-12 00:00:00+00:00,9,4,18,8
2021-09-13 00:00:00+00:00,11,5,22,12
2021-09-14 00:00:00+00:00,8,4,72,11
2021-09-15 00:00:00+00:00,7,3,12,6
2021-09-16 00:00:00+00:00,14,6,21,6
2021-09-17 00:00:00+00:00,14,7,4,3
2021-09-18 00:00:00+00:00,14,7,19,7
2021-09-19 00:00:00+00:00,15,7,6,4
2021-09-20 00:00:00+00:00,13,6,12,9
2021-09-21 00:00:00+00:00,13,7,30,9
2021-09-22 00:00:00+00:00,13,7,17,5
2021-09-23 00:00:00+00:00,15,6,26,6
2021-09-24 00:00:00+00:00,13,6,20,4
