time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-16 00:00:00+00:00,14,6,21,6
2021-09-17 00:00:00+00:00,14,7,4,3
2021-09-18 00:00:00+00:00,14,7,19,7
2021-09-19 00:00:00+00:00,15,7,6,4
2021-09-20 00:00:00+00:00,13,6,12,9
2021-09-21 00:00:00+00:00,13,7,30,9
2021-09-22 00:00:00+00:00,13,7,17,5
2021-09-23 00:00:00+00:00,15,6,26,6
2021-09-24 00:00:00+00:00,13,6,20,4
2021-09-25 00:00:00+00:00,13,6,9,4
2021-09-26 00:00:00+00:00,14,6,26,5
2021-09-27 00:00:00+00:00,14,7,9,4
2021-09-28 00:00:00+00:00,19,10,27,8
2021-09-29 00:00:00+00:00,11,6,64,8
