url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,281,143
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,32,17
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,29,17
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,28,13
/jgehrcke/covid-19-germany-gae/tree/master/more-data,27,16
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,25,12
/jgehrcke/covid-19-germany-gae/tree/master/geodata,18,13
/jgehrcke/covid-19-germany-gae/tree/master/examples,17,14
/jgehrcke/covid-19-germany-gae/issues,17,9
/jgehrcke/covid-19-germany-gae/blob/master/more-data/7di-rki-by-ags.csv,14,9
