url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,99,24
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,23,7
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-ags.csv,15,4
/jgehrcke/covid-19-germany-gae/find/master,3,2
/jgehrcke/covid-19-germany-gae/tree/master/more-data,2,2
/jgehrcke/covid-19-germany-gae/blob/master/more-data/7di-rki-by-ags.csv,2,1
/jgehrcke/covid-19-germany-gae/tree/master/lib,2,1
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,1,1
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,1,1
/jgehrcke/covid-19-germany-gae/blob/master/lib/const.py,1,1
