time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-12 00:00:00+00:00,28,11,27,15
2022-01-13 00:00:00+00:00,52,11,71,17
2022-01-14 00:00:00+00:00,31,9,27,12
2022-01-15 00:00:00+00:00,31,11,21,7
2022-01-16 00:00:00+00:00,26,9,26,8
2022-01-17 00:00:00+00:00,28,10,34,12
2022-01-18 00:00:00+00:00,34,10,56,25
2022-01-19 00:00:00+00:00,25,8,54,20
2022-01-20 00:00:00+00:00,24,9,41,19
2022-01-21 00:00:00+00:00,16,7,38,12
2022-01-22 00:00:00+00:00,17,8,24,11
2022-01-23 00:00:00+00:00,25,8,39,13
2022-01-24 00:00:00+00:00,21,9,35,14
2022-01-25 00:00:00+00:00,20,9,43,13
