url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,40,27
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,14,7
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,8,5
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,8,4
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-ags.csv,6,4
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,5,4
/jgehrcke/covid-19-germany-gae/tree/master/examples,4,3
/jgehrcke/covid-19-germany-gae/tree/master/more-data,3,3
/jgehrcke/covid-19-germany-gae/blob/master/README.md,2,2
/jgehrcke/covid-19-germany-gae/find/master,2,2
