time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-27 00:00:00+00:00,16,6,26,5
2022-08-28 00:00:00+00:00,17,5,4,2
2022-08-29 00:00:00+00:00,19,6,3,1
2022-08-30 00:00:00+00:00,17,5,13,4
2022-08-31 00:00:00+00:00,15,4,17,3
2022-09-01 00:00:00+00:00,16,4,16,2
2022-09-02 00:00:00+00:00,13,4,8,2
2022-09-03 00:00:00+00:00,6,2,4,2
2022-09-04 00:00:00+00:00,7,2,10,2
2022-09-05 00:00:00+00:00,7,2,4,2
2022-09-06 00:00:00+00:00,5,1,4,2
2022-09-07 00:00:00+00:00,6,3,4,2
2022-09-08 00:00:00+00:00,6,2,11,3
2022-09-09 00:00:00+00:00,5,1,4,2
