url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,441,166
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,72,31
/jgehrcke/covid-19-germany-gae/issues,52,11
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,44,26
/jgehrcke/covid-19-germany-gae/tree/master/more-data,30,23
/jgehrcke/covid-19-germany-gae/tree/master/plots,27,15
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,24,12
/jgehrcke/covid-19-germany-gae/tree/master/geodata,23,15
/jgehrcke/covid-19-germany-gae/tree/master/examples,21,18
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,21,15
