referrer,views_total,views_unique
Google,151,88
github.com,27,21
linkedin.com,13,10
DuckDuckGo,6,5
govdata.de,5,3
gehrcke.de,3,3
t.co,3,2
ecosia.org,2,2
exploratory.io,1,1
blog.datawrapper.de,1,1
