time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-04-17 00:00:00+00:00,,,27,2
2021-04-18 00:00:00+00:00,15.0,9.0,75,18
2021-04-19 00:00:00+00:00,13.0,7.0,137,25
2021-04-20 00:00:00+00:00,14.0,9.0,77,22
2021-04-21 00:00:00+00:00,13.0,7.0,94,22
2021-04-22 00:00:00+00:00,14.0,10.0,117,29
2021-04-23 00:00:00+00:00,13.0,8.0,188,38
2021-04-24 00:00:00+00:00,16.0,8.0,60,18
2021-04-25 00:00:00+00:00,12.0,6.0,127,23
2021-04-26 00:00:00+00:00,15.0,8.0,217,24
2021-04-27 00:00:00+00:00,12.0,7.0,48,17
2021-04-28 00:00:00+00:00,13.0,7.0,150,37
2021-04-29 00:00:00+00:00,16.0,9.0,124,25
2021-04-30 00:00:00+00:00,20.0,14.0,138,28
2021-05-01 00:00:00+00:00,18.0,13.0,86,20
