time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-16 00:00:00+00:00,14,6,23,5
2022-06-17 00:00:00+00:00,19,5,9,4
2022-06-18 00:00:00+00:00,15,4,15,5
2022-06-19 00:00:00+00:00,15,7,24,5
2022-06-20 00:00:00+00:00,16,5,17,4
2022-06-21 00:00:00+00:00,14,6,17,2
2022-06-22 00:00:00+00:00,16,7,11,3
2022-06-23 00:00:00+00:00,15,3,27,7
2022-06-24 00:00:00+00:00,14,5,21,5
2022-06-25 00:00:00+00:00,23,9,12,3
2022-06-26 00:00:00+00:00,15,4,10,4
2022-06-27 00:00:00+00:00,12,3,10,6
2022-06-28 00:00:00+00:00,12,5,58,6
2022-06-29 00:00:00+00:00,17,7,20,7
