referrer,views_total,views_unique
Google,211,58
github.com,69,19
gehrcke.de,25,5
govdata.de,18,6
niklas-deutschmann.de,8,1
mail.qq.com,7,1
DuckDuckGo,4,2
Bing,4,1
corona-open-data.ckan.de,3,3
ncbi.nlm.nih.gov,3,1
