referrer,views_total,views_unique
Google,93,55
govdata.de,28,8
github.com,18,13
metager.de,6,2
Yahoo,3,2
asjadnaqvi.github.io,2,2
StartPage,2,1
gehrcke.de,1,1
ajalilian.shinyapps.io,1,1
DuckDuckGo,1,1
