time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-20 00:00:00+00:00,62,7,36,6
2021-10-21 00:00:00+00:00,64,6,562,17
2021-10-22 00:00:00+00:00,69,7,156,9
2021-10-23 00:00:00+00:00,39,6,88,10
2021-10-24 00:00:00+00:00,21,4,76,12
2021-10-25 00:00:00+00:00,19,3,34,7
2021-10-26 00:00:00+00:00,29,5,69,15
2021-10-27 00:00:00+00:00,23,7,144,17
2021-10-28 00:00:00+00:00,21,7,50,13
2021-10-29 00:00:00+00:00,22,7,46,10
2021-10-30 00:00:00+00:00,22,7,30,10
2021-10-31 00:00:00+00:00,22,8,15,5
2021-11-01 00:00:00+00:00,21,7,71,11
2021-11-02 00:00:00+00:00,21,7,65,16
