time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-01 00:00:00+00:00,0,0,0,0
2026-02-02 00:00:00+00:00,0,0,3,2
2026-02-03 00:00:00+00:00,1,1,6,4
2026-02-04 00:00:00+00:00,1,1,1,1
2026-02-05 00:00:00+00:00,1,1,1,1
2026-02-06 00:00:00+00:00,0,0,1,1
2026-02-07 00:00:00+00:00,44,3,0,0
2026-02-08 00:00:00+00:00,0,0,1,1
2026-02-09 00:00:00+00:00,0,0,2,2
2026-02-10 00:00:00+00:00,1,1,4,3
2026-02-11 00:00:00+00:00,3,3,4,3
2026-02-12 00:00:00+00:00,43,2,2,2
2026-02-13 00:00:00+00:00,0,0,1,1
2026-02-14 00:00:00+00:00,0,0,1,1
