url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,471,163
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,104,40
/jgehrcke/covid-19-germany-gae/issues,83,12
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,68,36
/jgehrcke/covid-19-germany-gae/tree/master/more-data,44,20
/jgehrcke/covid-19-germany-gae/find/master,42,17
/jgehrcke/covid-19-germany-gae/issues/491,42,6
/jgehrcke/covid-19-germany-gae/tree/master/tools,31,10
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,29,20
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,26,20
