time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-04-20 00:00:00+00:00,14,9,77,22
2021-04-21 00:00:00+00:00,13,7,94,22
2021-04-22 00:00:00+00:00,14,10,117,29
2021-04-23 00:00:00+00:00,13,8,188,38
2021-04-24 00:00:00+00:00,16,8,60,18
2021-04-25 00:00:00+00:00,12,6,127,23
2021-04-26 00:00:00+00:00,15,8,217,24
2021-04-27 00:00:00+00:00,12,7,48,17
2021-04-28 00:00:00+00:00,13,7,150,37
2021-04-29 00:00:00+00:00,16,9,124,25
2021-04-30 00:00:00+00:00,20,14,138,28
2021-05-01 00:00:00+00:00,18,13,86,20
2021-05-02 00:00:00+00:00,19,14,69,24
2021-05-03 00:00:00+00:00,20,14,87,30
