time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-14 00:00:00+00:00,15,8,28,11
2021-10-15 00:00:00+00:00,15,8,32,8
2021-10-16 00:00:00+00:00,14,7,15,5
2021-10-17 00:00:00+00:00,16,8,22,6
2021-10-18 00:00:00+00:00,14,8,37,9
2021-10-19 00:00:00+00:00,17,8,21,6
2021-10-20 00:00:00+00:00,62,7,36,6
2021-10-21 00:00:00+00:00,28,6,427,17
2021-10-22 00:00:00+00:00,49,7,135,9
2021-10-23 00:00:00+00:00,26,6,79,10
2021-10-24 00:00:00+00:00,12,4,65,12
2021-10-25 00:00:00+00:00,1,1,26,7
2021-10-26 00:00:00+00:00,14,5,51,15
2021-10-27 00:00:00+00:00,1,1,70,13
