time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,103,31,2,1
2026-06-06 00:00:00+00:00,106,30,0,0
2026-06-07 00:00:00+00:00,84,31,5,4
2026-06-08 00:00:00+00:00,73,22,3,2
2026-06-09 00:00:00+00:00,46,26,3,3
2026-06-10 00:00:00+00:00,76,24,1,1
2026-06-11 00:00:00+00:00,68,27,0,0
2026-06-12 00:00:00+00:00,77,37,1,1
2026-06-13 00:00:00+00:00,116,25,5,4
2026-06-14 00:00:00+00:00,66,30,0,0
2026-06-15 00:00:00+00:00,17,13,0,0
2026-06-16 00:00:00+00:00,11,9,0,0
2026-06-17 00:00:00+00:00,78,27,3,1
2026-06-18 00:00:00+00:00,41,20,0,0
