time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-16 00:00:00+00:00,31,12,78,15
2022-02-17 00:00:00+00:00,19,5,75,19
2022-02-18 00:00:00+00:00,19,8,106,14
2022-02-19 00:00:00+00:00,16,7,93,13
2022-02-20 00:00:00+00:00,15,6,58,19
2022-02-21 00:00:00+00:00,18,8,130,25
2022-02-22 00:00:00+00:00,27,12,167,29
2022-02-23 00:00:00+00:00,19,7,113,19
2022-02-24 00:00:00+00:00,17,8,101,14
2022-02-25 00:00:00+00:00,19,8,49,12
2022-02-26 00:00:00+00:00,19,8,27,11
2022-02-27 00:00:00+00:00,17,8,76,9
2022-02-28 00:00:00+00:00,17,7,41,11
2022-03-01 00:00:00+00:00,16,7,89,14
