url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,151,79
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,29,16
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,24,12
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,15,8
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,14,9
/jgehrcke/covid-19-germany-gae/tree/master/examples,8,6
/jgehrcke/covid-19-germany-gae/commit/7a6c29215da02853c222af4e3b03efb2ca865553,8,1
/jgehrcke/covid-19-germany-gae/find/master,6,4
/jgehrcke/covid-19-germany-gae/blame/b9be1d8dfb3947b654edc9606cc6619dcdef9942/cases-rki-by-state.csv,6,1
/jgehrcke/covid-19-germany-gae/issues,5,5
