time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-11 00:00:00+00:00,,,9.0,3.0
2024-07-12 00:00:00+00:00,1.0,1.0,,
2024-07-13 00:00:00+00:00,,,5.0,2.0
2024-07-15 00:00:00+00:00,,,53.0,3.0
2024-07-17 00:00:00+00:00,,,3.0,2.0
2024-07-18 00:00:00+00:00,,,47.0,2.0
2024-07-19 00:00:00+00:00,,,7.0,4.0
2024-07-20 00:00:00+00:00,,,8.0,4.0
2024-07-21 00:00:00+00:00,,,4.0,2.0
2024-07-22 00:00:00+00:00,,,4.0,4.0
2024-07-23 00:00:00+00:00,,,1.0,1.0
2024-07-24 00:00:00+00:00,,,26.0,8.0
