url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,494,209
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,79,29
/jgehrcke/covid-19-germany-gae/tree/master/more-data,64,31
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,57,29
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,38,23
/jgehrcke/covid-19-germany-gae/tree/master/examples,33,25
/jgehrcke/covid-19-germany-gae/tree/master/geodata,31,22
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,31,15
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,31,11
/jgehrcke/covid-19-germany-gae/blob/master/ags.json,26,18
