time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-11 00:00:00+00:00,7,3,3,1
2022-12-12 00:00:00+00:00,6,2,27,4
2022-12-13 00:00:00+00:00,7,3,13,5
2022-12-14 00:00:00+00:00,6,2,4,2
2022-12-15 00:00:00+00:00,6,2,14,6
2022-12-16 00:00:00+00:00,7,3,16,4
2022-12-17 00:00:00+00:00,6,2,18,7
2022-12-18 00:00:00+00:00,7,2,8,3
2022-12-19 00:00:00+00:00,8,4,4,1
2022-12-20 00:00:00+00:00,7,3,11,5
2022-12-21 00:00:00+00:00,6,2,33,5
2022-12-22 00:00:00+00:00,5,1,5,2
2022-12-23 00:00:00+00:00,11,4,10,1
2022-12-24 00:00:00+00:00,7,3,5,1
