time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-02 00:00:00+00:00,3,2,,
2022-05-03 00:00:00+00:00,16,5,21.0,8.0
2022-05-04 00:00:00+00:00,28,9,82.0,10.0
2022-05-05 00:00:00+00:00,20,7,26.0,8.0
2022-05-06 00:00:00+00:00,16,5,24.0,8.0
2022-05-07 00:00:00+00:00,16,5,34.0,9.0
2022-05-08 00:00:00+00:00,16,5,36.0,9.0
2022-05-09 00:00:00+00:00,16,5,38.0,11.0
2022-05-10 00:00:00+00:00,12,4,28.0,9.0
2022-05-11 00:00:00+00:00,15,4,20.0,7.0
2022-05-12 00:00:00+00:00,16,5,32.0,7.0
2022-05-13 00:00:00+00:00,15,6,22.0,7.0
2022-05-14 00:00:00+00:00,20,7,20.0,9.0
2022-05-15 00:00:00+00:00,18,6,58.0,10.0
2022-05-16 00:00:00+00:00,11,4,20.0,12.0
