referrer,views_total,views_unique
Google,162,96
github.com,66,45
Bing,24,2
govdata.de,6,4
DuckDuckGo,6,4
covid19-germany.appspot.com,5,5
corona-open-data.ckan.de,3,3
gehrcke.de,2,1
ecosia.org,1,1
StartPage,1,1
