url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae/tree/master/geodata,51,6
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,15,7
/jgehrcke/covid-19-germany-gae,12,11
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,8,3
/jgehrcke/covid-19-germany-gae/tree/master/tools,8,1
/jgehrcke/covid-19-germany-gae/tree/master/plots,7,3
/jgehrcke/covid-19-germany-gae/blob/master/geodata/gen-geojson.sh,6,1
/jgehrcke/covid-19-germany-gae/blob/master/tools/heatmap.py,6,1
/jgehrcke/covid-19-germany-gae/tree/master,5,2
/jgehrcke/covid-19-germany-gae/blob/master/geodata/DE-counties.geojson,4,2
