time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-09 00:00:00+00:00,13,9,29,12
2021-08-10 00:00:00+00:00,13,8,8,8
2021-08-11 00:00:00+00:00,13,9,34,12
2021-08-12 00:00:00+00:00,15,11,38,14
2021-08-13 00:00:00+00:00,18,13,40,12
2021-08-14 00:00:00+00:00,15,9,32,7
2021-08-15 00:00:00+00:00,13,8,24,10
2021-08-16 00:00:00+00:00,17,10,72,13
2021-08-17 00:00:00+00:00,9,5,23,10
2021-08-18 00:00:00+00:00,9,5,44,8
2021-08-19 00:00:00+00:00,7,3,11,8
2021-08-20 00:00:00+00:00,7,3,69,6
2021-08-21 00:00:00+00:00,10,6,76,10
2021-08-22 00:00:00+00:00,7,3,24,8
