referrer,views_total,views_unique
Google,35,12
github.com,10,7
corona-open-data.ckan.de,2,1
ncbi.nlm.nih.gov,1,1
jgehrcke.github.io,1,1
journals.plos.org,1,1
gehrcke.de,1,1
