referrer,views_total,views_unique
Google,124,67
github.com,63,38
Bing,13,3
t.co,7,4
DuckDuckGo,6,2
govdata.de,4,3
gehrcke.de,2,1
covid19-germany.appspot.com,2,1
mail01.tinyletterapp.com,1,1
ncbi.nlm.nih.gov,1,1
