referrer,views_total,views_unique
Google,107,66
github.com,57,33
Bing,13,3
govdata.de,10,3
t.co,7,4
gehrcke.de,3,3
DuckDuckGo,3,2
raw.githubusercontent.com,3,1
cn.bing.com,2,1
covid19-germany.appspot.com,2,1
