time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-10 00:00:00+00:00,127,34,0,0
2026-07-11 00:00:00+00:00,162,32,2,2
2026-07-12 00:00:00+00:00,127,31,5,3
2026-07-13 00:00:00+00:00,98,28,3,3
2026-07-14 00:00:00+00:00,54,25,0,0
2026-07-15 00:00:00+00:00,22,14,1,1
2026-07-16 00:00:00+00:00,36,18,2,2
2026-07-17 00:00:00+00:00,84,22,1,1
2026-07-18 00:00:00+00:00,42,22,2,2
2026-07-19 00:00:00+00:00,28,16,3,1
2026-07-20 00:00:00+00:00,11,9,2,2
2026-07-21 00:00:00+00:00,0,0,0,0
2026-07-22 00:00:00+00:00,2,2,0,0
2026-07-23 00:00:00+00:00,2,2,3,2
