url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,534,230
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,80,30
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,69,34
/jgehrcke/covid-19-germany-gae/tree/master/more-data,61,33
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,47,31
/jgehrcke/covid-19-germany-gae/tree/master/examples,39,28
/jgehrcke/covid-19-germany-gae/tree/master/geodata,34,22
/jgehrcke/covid-19-germany-gae/blob/master/more-data/7di-rki-by-ags.csv,28,13
/jgehrcke/covid-19-germany-gae/tree/master/tools,26,14
/jgehrcke/covid-19-germany-gae/blob/master/cases-rl-crowdsource-by-state.csv,26,10
