referrer,views_total,views_unique
Google,185,56
github.com,132,24
govdata.de,33,18
link.springer.com,4,2
gehrcke.de,4,1
Bing,3,1
youtube.com,2,1
t.co,1,1
covid19.eng.ox.ac.uk,1,1
DuckDuckGo,1,1
