time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-26 00:00:00+00:00,31,12,35,15
2022-01-27 00:00:00+00:00,27,9,36,14
2022-01-28 00:00:00+00:00,25,8,110,18
2022-01-29 00:00:00+00:00,16,7,43,13
2022-01-30 00:00:00+00:00,21,7,40,12
2022-01-31 00:00:00+00:00,17,7,100,15
2022-02-01 00:00:00+00:00,16,7,31,13
2022-02-02 00:00:00+00:00,27,10,54,19
2022-02-03 00:00:00+00:00,35,11,61,21
2022-02-04 00:00:00+00:00,27,11,63,14
2022-02-05 00:00:00+00:00,29,11,29,11
2022-02-06 00:00:00+00:00,21,9,33,14
2022-02-07 00:00:00+00:00,16,7,48,11
2022-02-08 00:00:00+00:00,16,7,55,21
