referrer,views_total,views_unique
Google,115,36
github.com,53,8
govdata.de,17,4
ecosia.org,6,1
corona-open-data.ckan.de,5,3
data.world,3,1
StartPage,3,1
DuckDuckGo,2,1
rseek.org,1,1
jgehrcke.github.io,1,1
