time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-29 00:00:00+00:00,23,8,46,10
2022-03-30 00:00:00+00:00,28,11,21,7
2022-03-31 00:00:00+00:00,25,9,38,10
2022-04-01 00:00:00+00:00,26,9,23,7
2022-04-02 00:00:00+00:00,29,12,18,4
2022-04-03 00:00:00+00:00,25,10,23,7
2022-04-04 00:00:00+00:00,25,11,21,9
2022-04-05 00:00:00+00:00,23,8,17,7
2022-04-06 00:00:00+00:00,26,10,10,5
2022-04-07 00:00:00+00:00,25,10,67,12
2022-04-08 00:00:00+00:00,25,8,37,10
2022-04-09 00:00:00+00:00,28,10,14,6
2022-04-10 00:00:00+00:00,27,11,24,10
2022-04-11 00:00:00+00:00,25,9,89,9
