referrer,views_total,views_unique
Google,160,108
github.com,43,24
corona-open-data.ckan.de,13,8
exploratory.io,3,1
StartPage,2,2
link.springer.com,2,2
gehrcke.de,2,2
penzu.com,2,1
t.co,1,1
ecosia.org,1,1
