time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-30 00:00:00+00:00,15,11,54,16
2021-07-01 00:00:00+00:00,13,8,25,11
2021-07-02 00:00:00+00:00,15,10,16,8
2021-07-03 00:00:00+00:00,15,9,7,4
2021-07-04 00:00:00+00:00,16,8,28,10
2021-07-05 00:00:00+00:00,13,8,83,7
2021-07-06 00:00:00+00:00,15,11,98,18
2021-07-07 00:00:00+00:00,15,9,30,10
2021-07-08 00:00:00+00:00,12,7,49,14
2021-07-09 00:00:00+00:00,13,8,33,12
2021-07-10 00:00:00+00:00,14,8,23,4
2021-07-11 00:00:00+00:00,15,10,9,4
2021-07-12 00:00:00+00:00,12,7,13,4
2021-07-13 00:00:00+00:00,14,9,28,12
