url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,114,25
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,18,3
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-ags.csv,13,1
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,8,5
/jgehrcke/covid-19-germany-gae/blob/master/data.csv,3,2
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,2,2
/jgehrcke/covid-19-germany-gae/find/master,2,2
/jgehrcke/covid-19-germany-gae/tree/master/geodata,2,2
/jgehrcke/covid-19-germany-gae/tree/master/more-data,2,2
/jgehrcke/covid-19-germany-gae/tree/master/plots,2,2
