referrer,views_total,views_unique
Google,125,77
github.com,86,38
t.co,8,3
govdata.de,6,2
covid19-germany.appspot.com,5,2
DuckDuckGo,4,3
ecosia.org,4,2
gehrcke.de,3,2
StartPage,3,1
mail.google.com,1,1
