time_iso8601,stars_cumulative
2021-01-14 00:00:00+00:00,4
2021-01-22 00:00:00+00:00,5
2021-02-04 00:00:00+00:00,6
2021-03-11 00:00:00+00:00,7
2021-03-19 00:00:00+00:00,8
2021-04-11 00:00:00+00:00,9
2021-04-15 00:00:00+00:00,11
2021-04-16 00:00:00+00:00,13
2021-04-18 00:00:00+00:00,14
2021-04-23 00:00:00+00:00,15
2021-05-04 00:00:00+00:00,16
2021-05-06 00:00:00+00:00,17
2021-05-18 00:00:00+00:00,18
2021-05-25 00:00:00+00:00,19
2021-07-03 00:00:00+00:00,20
2021-07-05 00:00:00+00:00,21
2021-07-07 00:00:00+00:00,23
2021-07-27 00:00:00+00:00,24
2021-08-05 00:00:00+00:00,25
2021-08-08 00:00:00+00:00,26
2021-08-09 00:00:00+00:00,27
2021-08-13 00:00:00+00:00,28
2021-08-20 00:00:00+00:00,29
2021-08-28 00:00:00+00:00,30
2021-09-11 00:00:00+00:00,32
2021-09-12 00:00:00+00:00,34
2021-09-13 00:00:00+00:00,38
2021-10-14 00:00:00+00:00,39
2021-10-22 00:00:00+00:00,41
2021-11-05 00:00:00+00:00,44
2021-11-07 00:00:00+00:00,46
2021-11-09 00:00:00+00:00,48
2021-11-11 00:00:00+00:00,49
2021-11-12 00:00:00+00:00,50
2021-11-13 00:00:00+00:00,51
2021-11-20 00:00:00+00:00,52
2021-11-25 00:00:00+00:00,53
2021-12-02 00:00:00+00:00,59
2021-12-03 00:00:00+00:00,61
2021-12-04 00:00:00+00:00,63
2021-12-05 00:00:00+00:00,66
2021-12-06 00:00:00+00:00,70
2021-12-08 00:00:00+00:00,72
2021-12-09 00:00:00+00:00,73
2021-12-10 00:00:00+00:00,75
2021-12-12 00:00:00+00:00,76
2021-12-13 00:00:00+00:00,78
2021-12-16 00:00:00+00:00,79
2021-12-22 00:00:00+00:00,80
2021-12-28 00:00:00+00:00,81
2022-01-02 00:00:00+00:00,82
2022-01-06 00:00:00+00:00,83
2022-01-07 00:00:00+00:00,84
2022-01-12 00:00:00+00:00,85
2022-01-21 00:00:00+00:00,86
2022-01-22 00:00:00+00:00,87
2022-01-25 00:00:00+00:00,88
2022-02-07 00:00:00+00:00,89
2022-02-15 00:00:00+00:00,90
2022-02-17 00:00:00+00:00,91
2022-02-28 00:00:00+00:00,92
2022-03-09 00:00:00+00:00,94
2022-03-22 00:00:00+00:00,96
2022-03-23 00:00:00+00:00,97
2022-03-24 00:00:00+00:00,98
2022-03-31 00:00:00+00:00,99
2022-04-04 00:00:00+00:00,103
2022-04-09 00:00:00+00:00,104
2022-04-11 00:00:00+00:00,105
2022-04-12 00:00:00+00:00,106
2022-04-13 00:00:00+00:00,107
2022-04-16 00:00:00+00:00,108
2022-04-19 00:00:00+00:00,110
2022-04-21 00:00:00+00:00,111
2022-04-26 00:00:00+00:00,112
2022-04-29 00:00:00+00:00,113
2022-05-01 00:00:00+00:00,114
2022-05-05 00:00:00+00:00,116
2022-05-17 00:00:00+00:00,117
2022-05-21 00:00:00+00:00,118
2022-05-22 00:00:00+00:00,119
2022-05-23 00:00:00+00:00,120
2022-05-24 00:00:00+00:00,121
2022-05-26 00:00:00+00:00,122
2022-06-01 00:00:00+00:00,123
2022-06-02 00:00:00+00:00,124
2022-06-05 00:00:00+00:00,125
2022-06-11 00:00:00+00:00,126
2022-06-13 00:00:00+00:00,127
2022-06-17 00:00:00+00:00,128
2022-06-20 00:00:00+00:00,129
2022-06-21 00:00:00+00:00,131
2022-06-22 00:00:00+00:00,132
2022-06-24 00:00:00+00:00,133
2022-06-29 00:00:00+00:00,134
2022-07-06 00:00:00+00:00,135
2022-07-11 00:00:00+00:00,136
2022-07-14 00:00:00+00:00,138
2022-07-21 00:00:00+00:00,139
2022-08-06 00:00:00+00:00,140
2022-08-09 00:00:00+00:00,141
2022-08-11 00:00:00+00:00,142
2022-08-22 00:00:00+00:00,143
2022-08-23 00:00:00+00:00,145
2022-08-24 00:00:00+00:00,147
2022-09-04 00:00:00+00:00,148
2022-09-08 00:00:00+00:00,149
2022-09-09 00:00:00+00:00,150
2022-09-12 00:00:00+00:00,151
2022-09-13 00:00:00+00:00,153
2022-09-23 00:00:00+00:00,154
2022-09-24 00:00:00+00:00,155
2022-09-29 00:00:00+00:00,156
2022-10-01 00:00:00+00:00,157
2022-10-10 00:00:00+00:00,158
2022-10-12 00:00:00+00:00,159
2022-10-14 00:00:00+00:00,160
2022-10-17 00:00:00+00:00,161
2022-10-24 00:00:00+00:00,162
2022-10-25 00:00:00+00:00,163
2022-10-26 00:00:00+00:00,164
2022-10-28 00:00:00+00:00,165
2022-10-29 00:00:00+00:00,166
2022-11-02 00:00:00+00:00,167
2022-11-07 00:00:00+00:00,168
2022-11-08 00:00:00+00:00,169
2022-11-10 00:00:00+00:00,170
2022-11-13 00:00:00+00:00,171
2022-11-15 00:00:00+00:00,172
2022-11-18 00:00:00+00:00,173
2022-12-06 00:00:00+00:00,174
2022-12-26 00:00:00+00:00,175
2022-12-28 00:00:00+00:00,176
2023-01-03 00:00:00+00:00,177
2023-01-08 00:00:00+00:00,178
2023-01-13 00:00:00+00:00,179
2023-01-14 00:00:00+00:00,180
2023-01-18 00:00:00+00:00,181
2023-01-24 00:00:00+00:00,183
2023-01-27 00:00:00+00:00,184
2023-02-01 00:00:00+00:00,185
2023-02-12 00:00:00+00:00,186
2023-02-17 00:00:00+00:00,188
2023-02-27 00:00:00+00:00,190
2023-02-28 00:00:00+00:00,192
2023-03-03 00:00:00+00:00,193
2023-03-09 00:00:00+00:00,194
2023-03-13 00:00:00+00:00,195
2023-03-15 00:00:00+00:00,196
2023-03-16 00:00:00+00:00,198
2023-03-18 00:00:00+00:00,199
2023-03-22 00:00:00+00:00,200
2023-03-23 00:00:00+00:00,201
2023-03-27 00:00:00+00:00,202
2023-03-29 00:00:00+00:00,203
2023-04-03 00:00:00+00:00,204
2023-04-11 00:00:00+00:00,205
2023-04-12 00:00:00+00:00,206
2023-04-16 00:00:00+00:00,207
2023-04-17 00:00:00+00:00,210
2023-04-18 00:00:00+00:00,211
2023-04-21 00:00:00+00:00,212
2023-05-02 00:00:00+00:00,213
2023-05-11 00:00:00+00:00,214
2023-05-15 00:00:00+00:00,215
2023-05-25 00:00:00+00:00,219
2023-05-28 00:00:00+00:00,220
2023-06-01 00:00:00+00:00,221
2023-06-16 00:00:00+00:00,222
2023-06-19 00:00:00+00:00,223
2023-06-26 00:00:00+00:00,224
2023-07-10 00:00:00+00:00,225
2023-07-18 00:00:00+00:00,226
2023-08-01 00:00:00+00:00,227
2023-08-10 00:00:00+00:00,228
2023-08-12 00:00:00+00:00,230
2023-08-15 00:00:00+00:00,232
2023-08-17 00:00:00+00:00,233
2023-08-18 00:00:00+00:00,234
2023-08-28 00:00:00+00:00,235
2023-09-10 00:00:00+00:00,236
2023-09-13 00:00:00+00:00,237
2023-09-19 00:00:00+00:00,238
2023-09-29 00:00:00+00:00,239
2023-10-03 00:00:00+00:00,240
2023-10-06 00:00:00+00:00,241
2023-10-07 00:00:00+00:00,242
2023-10-08 00:00:00+00:00,243
2023-10-11 00:00:00+00:00,244
2023-10-16 00:00:00+00:00,245
2023-10-26 00:00:00+00:00,246
2023-11-05 00:00:00+00:00,248
2023-11-08 00:00:00+00:00,249
2023-11-09 00:00:00+00:00,250
2023-11-10 00:00:00+00:00,251
2023-11-13 00:00:00+00:00,252
2023-11-23 00:00:00+00:00,253
2023-11-30 00:00:00+00:00,254
2023-12-11 00:00:00+00:00,255
2023-12-18 00:00:00+00:00,256
2023-12-25 00:00:00+00:00,257
2023-12-30 00:00:00+00:00,258
2024-01-05 00:00:00+00:00,259
2024-01-07 00:00:00+00:00,260
2024-01-09 00:00:00+00:00,262
2024-01-12 00:00:00+00:00,263
2024-01-15 00:00:00+00:00,264
2024-01-20 00:00:00+00:00,265
2024-01-22 00:00:00+00:00,266
2024-02-11 00:00:00+00:00,267
2024-02-15 00:00:00+00:00,269
2024-02-24 00:00:00+00:00,270
2024-03-05 00:00:00+00:00,272
2024-03-12 00:00:00+00:00,273
2024-03-14 00:00:00+00:00,274
2024-04-14 00:00:00+00:00,275
2024-04-20 00:00:00+00:00,276
2024-04-24 00:00:00+00:00,277
2024-04-30 00:00:00+00:00,278
2024-05-01 00:00:00+00:00,279
2024-05-04 00:00:00+00:00,280
2024-05-28 00:00:00+00:00,281
2024-05-31 00:00:00+00:00,282
2024-06-10 00:00:00+00:00,284
2024-06-11 00:00:00+00:00,286
2024-06-22 00:00:00+00:00,287
2024-07-07 00:00:00+00:00,288
2024-07-16 00:00:00+00:00,289
2024-07-22 00:00:00+00:00,291
2024-08-03 00:00:00+00:00,292
2024-08-09 00:00:00+00:00,293
2024-08-15 00:00:00+00:00,294
2024-08-29 00:00:00+00:00,295
2024-09-12 00:00:00+00:00,296
2024-09-13 00:00:00+00:00,298
2024-10-09 00:00:00+00:00,299
2024-10-14 00:00:00+00:00,300
2024-10-17 00:00:00+00:00,301
2024-10-20 00:00:00+00:00,302
2024-10-25 00:00:00+00:00,304
2024-10-27 00:00:00+00:00,305
2024-10-28 00:00:00+00:00,306
2024-10-29 00:00:00+00:00,307
2024-10-30 00:00:00+00:00,308
2024-11-05 00:00:00+00:00,309
2024-11-06 00:00:00+00:00,311
2024-11-28 00:00:00+00:00,312
2024-11-30 00:00:00+00:00,313
2024-12-03 00:00:00+00:00,314
2024-12-09 00:00:00+00:00,315
2024-12-11 00:00:00+00:00,316
2024-12-13 00:00:00+00:00,317
2024-12-17 00:00:00+00:00,318
2024-12-18 00:00:00+00:00,319
2024-12-19 00:00:00+00:00,320
2025-01-07 00:00:00+00:00,321
2025-01-14 00:00:00+00:00,322
2025-01-16 00:00:00+00:00,323
2025-02-04 00:00:00+00:00,324
2025-02-25 00:00:00+00:00,325
2025-03-11 00:00:00+00:00,326
2025-03-15 00:00:00+00:00,327
2025-03-19 00:00:00+00:00,328
2025-03-22 00:00:00+00:00,329
2025-03-26 00:00:00+00:00,330
2025-03-28 00:00:00+00:00,331
2025-04-02 00:00:00+00:00,332
2025-04-06 00:00:00+00:00,333
2025-04-10 00:00:00+00:00,334
2025-04-15 00:00:00+00:00,335
2025-04-16 00:00:00+00:00,336
2025-05-28 00:00:00+00:00,337
2025-06-10 00:00:00+00:00,338
2025-07-01 00:00:00+00:00,339
2025-07-09 00:00:00+00:00,340
2025-07-14 00:00:00+00:00,341
2025-07-22 00:00:00+00:00,342
2025-07-23 00:00:00+00:00,343
2025-07-30 00:00:00+00:00,344
2025-08-07 00:00:00+00:00,345
2025-08-27 00:00:00+00:00,346
2025-09-06 00:00:00+00:00,347
2025-09-16 00:00:00+00:00,348
2025-09-17 00:00:00+00:00,349
2025-09-25 00:00:00+00:00,350
2025-10-03 00:00:00+00:00,351
2025-10-15 00:00:00+00:00,352
2025-11-19 00:00:00+00:00,353
2025-12-08 00:00:00+00:00,355
2026-01-05 00:00:00+00:00,356
2026-01-08 00:00:00+00:00,357
2026-01-15 00:00:00+00:00,358
2026-01-20 00:00:00+00:00,359
2026-01-26 00:00:00+00:00,361
2026-02-05 00:00:00+00:00,362
2026-02-22 00:00:00+00:00,363
2026-03-03 00:00:00+00:00,364
2026-03-07 00:00:00+00:00,366
2026-03-22 00:00:00+00:00,367
2026-03-25 00:00:00+00:00,368
2026-03-28 00:00:00+00:00,369
2026-04-03 00:00:00+00:00,370
2026-04-09 00:00:00+00:00,372
2026-04-16 00:00:00+00:00,373
2026-04-18 00:00:00+00:00,374
