time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,1.0,1.0,6,6
2024-08-06 00:00:00+00:00,,,13,7
2024-08-07 00:00:00+00:00,1.0,1.0,8,6
2024-08-08 00:00:00+00:00,,,20,7
2024-08-09 00:00:00+00:00,,,7,5
2024-08-10 00:00:00+00:00,1.0,1.0,1,1
2024-08-11 00:00:00+00:00,,,2,2
2024-08-12 00:00:00+00:00,1.0,1.0,7,3
2024-08-13 00:00:00+00:00,1.0,1.0,3,2
2024-08-14 00:00:00+00:00,,,5,5
2024-08-15 00:00:00+00:00,1.0,1.0,29,6
2024-08-16 00:00:00+00:00,2.0,2.0,9,5
2024-08-18 00:00:00+00:00,2.0,2.0,14,1
