referrer,views_total,views_unique
github.com,82,26
Google,56,40
github.community,18,9
jgehrcke.github.io,9,2
vega.github.io,9,2
cn.bing.com,1,1
v12.sl.cloud9.ibm.com,1,1
gitsrc.github.io,1,1
yandex.ru,1,1
