url_path,views_total,views_unique
/jgehrcke/github-repo-stats,58,42
/jgehrcke/github-repo-stats/wiki/Tutorial,12,10
/jgehrcke/github-repo-stats/blob/main/fetch.py,11,1
/jgehrcke/github-repo-stats/issues,2,2
/jgehrcke/github-repo-stats/blob/2387abdb09c714236860ee088c97963665e131a7/base.Dockerfile,2,1
/jgehrcke/github-repo-stats/blob/main/action.yml,2,1
/jgehrcke/github-repo-stats/blob/main/requirements-ci.txt,2,1
/jgehrcke/github-repo-stats/blob/main/requirements-fa.txt,2,1
/jgehrcke/github-repo-stats/issues/73,2,1
/jgehrcke/github-repo-stats/commit/306db38ad131cab2aa5f2cd3062bf6f8aa78c1aa,1,1
