url_path,views_total,views_unique
/jgehrcke/github-repo-stats/pulls,50,1
/jgehrcke/github-repo-stats,39,28
/jgehrcke/github-repo-stats/issues,10,2
/jgehrcke/github-repo-stats/wiki/Tutorial,4,4
/jgehrcke/github-repo-stats/commits,3,1
/jgehrcke/github-repo-stats/releases/tag/v1.4.2,2,2
/jgehrcke/github-repo-stats/pull/75,2,1
/jgehrcke/github-repo-stats/tree/main/resources,2,1
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,1,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
