time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-08 00:00:00+00:00,,,14,4
2025-07-09 00:00:00+00:00,,,17,10
2025-07-10 00:00:00+00:00,3.0,3.0,6,4
2025-07-11 00:00:00+00:00,3.0,3.0,10,4
2025-07-12 00:00:00+00:00,,,5,2
2025-07-13 00:00:00+00:00,2.0,2.0,2,2
2025-07-14 00:00:00+00:00,5.0,5.0,14,6
2025-07-15 00:00:00+00:00,2.0,2.0,1,1
2025-07-16 00:00:00+00:00,1.0,1.0,3,3
2025-07-17 00:00:00+00:00,1.0,1.0,16,7
2025-07-18 00:00:00+00:00,,,3,3
2025-07-19 00:00:00+00:00,,,12,12
2025-07-20 00:00:00+00:00,,,3,3
2025-07-21 00:00:00+00:00,5.0,4.0,32,7
