time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-22 00:00:00+00:00,1.0,1.0,7,4
2022-01-23 00:00:00+00:00,,,1,1
2022-01-24 00:00:00+00:00,,,8,6
2022-01-25 00:00:00+00:00,3.0,2.0,18,9
2022-01-26 00:00:00+00:00,1.0,1.0,23,3
2022-01-27 00:00:00+00:00,2.0,1.0,14,12
2022-01-28 00:00:00+00:00,3.0,2.0,5,3
2022-01-29 00:00:00+00:00,,,3,3
2022-01-30 00:00:00+00:00,,,1,1
2022-01-31 00:00:00+00:00,,,12,6
2022-02-01 00:00:00+00:00,,,15,11
2022-02-02 00:00:00+00:00,,,19,13
2022-02-03 00:00:00+00:00,,,40,11
2022-02-04 00:00:00+00:00,,,39,8
