time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-16 00:00:00+00:00,3.0,2.0,4,4
2023-02-17 00:00:00+00:00,6.0,3.0,18,5
2023-02-19 00:00:00+00:00,2.0,2.0,7,4
2023-02-20 00:00:00+00:00,2.0,1.0,22,8
2023-02-21 00:00:00+00:00,,,12,8
2023-02-22 00:00:00+00:00,3.0,2.0,10,9
2023-02-23 00:00:00+00:00,,,19,8
2023-02-24 00:00:00+00:00,2.0,1.0,19,9
2023-02-25 00:00:00+00:00,,,5,4
2023-02-27 00:00:00+00:00,2.0,1.0,15,10
2023-02-28 00:00:00+00:00,,,24,13
2023-03-01 00:00:00+00:00,3.0,2.0,4,3
