referrer,views_total,views_unique
github.com,50,13
Google,45,25
declipsonator.github.io,12,2
github.community,10,7
jgehrcke.github.io,10,2
tom-doerr.github.io,3,3
DuckDuckGo,2,1
vega.github.io,1,1
yandex.ru,1,1
ecosia.org,1,1
