time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-29 00:00:00+00:00,4.0,2.0,31,11
2022-09-30 00:00:00+00:00,2.0,1.0,14,7
2022-10-01 00:00:00+00:00,,,43,4
2022-10-02 00:00:00+00:00,,,6,5
2022-10-03 00:00:00+00:00,2.0,1.0,7,5
2022-10-04 00:00:00+00:00,4.0,3.0,7,7
2022-10-05 00:00:00+00:00,2.0,2.0,5,5
2022-10-06 00:00:00+00:00,1.0,1.0,5,5
2022-10-07 00:00:00+00:00,,,12,5
2022-10-08 00:00:00+00:00,1.0,1.0,7,4
2022-10-09 00:00:00+00:00,,,6,5
2022-10-10 00:00:00+00:00,,,19,4
2022-10-11 00:00:00+00:00,,,22,6
2022-10-12 00:00:00+00:00,,,39,8
