url_path,views_total,views_unique
/jgehrcke/github-repo-stats,100,46
/jgehrcke/github-repo-stats/wiki/Tutorial,25,14
/jgehrcke/github-repo-stats/tree/main/.github/workflows,15,1
/jgehrcke/github-repo-stats/tree/main,11,5
/jgehrcke/github-repo-stats/tree/main/resources,9,3
/jgehrcke/github-repo-stats/graphs/contributors,6,3
/jgehrcke/github-repo-stats/blob/main/entrypoint.sh,6,1
/jgehrcke/github-repo-stats/fork,5,2
/jgehrcke/github-repo-stats/blob/main/analyze.py,5,1
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,5,1
