time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-24 00:00:00+00:00,1,1,11,5
2025-12-25 00:00:00+00:00,0,0,11,3
2025-12-26 00:00:00+00:00,1,1,12,4
2025-12-27 00:00:00+00:00,1,1,13,3
2025-12-28 00:00:00+00:00,1,1,11,3
2025-12-29 00:00:00+00:00,1,1,14,5
2025-12-30 00:00:00+00:00,2,2,12,5
2025-12-31 00:00:00+00:00,5,3,14,2
2026-01-01 00:00:00+00:00,5,5,17,3
2026-01-02 00:00:00+00:00,4,4,13,3
2026-01-03 00:00:00+00:00,1,1,8,3
2026-01-04 00:00:00+00:00,0,0,6,4
2026-01-05 00:00:00+00:00,12,6,2,1
2026-01-06 00:00:00+00:00,16,15,4,4
