referrer,views_total,views_unique
github.com,59,23
Google,43,23
declipsonator.github.io,12,2
github.community,10,6
jgehrcke.github.io,10,2
tom-doerr.github.io,4,4
DuckDuckGo,2,1
vega.github.io,1,1
yandex.ru,1,1
ecosia.org,1,1
