referrer,views_total,views_unique
github.com,62,14
Google,39,18
yandex.ru,2,2
medium.com,2,1
gitsrc.github.io,1,1
gehrcke.de,1,1
clavellab.github.io,1,1
maplibre.org,1,1
dev.to,1,1
