time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-23 00:00:00+00:00,5.0,2.0,2,1
2022-11-24 00:00:00+00:00,1.0,1.0,10,9
2022-11-25 00:00:00+00:00,6.0,2.0,23,8
2022-11-26 00:00:00+00:00,1.0,1.0,6,5
2022-11-27 00:00:00+00:00,4.0,1.0,11,7
2022-11-28 00:00:00+00:00,2.0,2.0,42,15
2022-11-29 00:00:00+00:00,10.0,4.0,13,11
2022-11-30 00:00:00+00:00,6.0,3.0,21,8
2022-12-01 00:00:00+00:00,4.0,1.0,21,10
2022-12-02 00:00:00+00:00,4.0,1.0,23,10
2022-12-03 00:00:00+00:00,1.0,1.0,9,4
2022-12-04 00:00:00+00:00,,,9,3
2022-12-05 00:00:00+00:00,8.0,3.0,15,8
2022-12-06 00:00:00+00:00,4.0,2.0,14,9
