time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-23 00:00:00+00:00,1.0,1.0,20,7
2023-03-24 00:00:00+00:00,8.0,5.0,11,4
2023-03-25 00:00:00+00:00,,,2,2
2023-03-26 00:00:00+00:00,,,13,5
2023-03-27 00:00:00+00:00,2.0,1.0,14,8
2023-03-28 00:00:00+00:00,,,5,3
2023-03-29 00:00:00+00:00,2.0,1.0,2,2
2023-03-30 00:00:00+00:00,3.0,3.0,16,12
2023-03-31 00:00:00+00:00,2.0,1.0,38,6
2023-04-01 00:00:00+00:00,,,1,1
2023-04-02 00:00:00+00:00,1.0,1.0,113,5
2023-04-03 00:00:00+00:00,4.0,3.0,25,12
2023-04-04 00:00:00+00:00,,,17,9
2023-04-05 00:00:00+00:00,2.0,1.0,2,2
